Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Th17 cell differentiation,0.2774157727263398,1.0431739152501964,3.655352e-01,6.607475e-01,1.000000e+00,9/64,9.14%,JUN;PPP3R1;RXRG;MAPK13;NFATC2;JAK3;IL4R;MAPK3;IFNGR2
prerank,Salivary secretion,0.2902689202398572,1.0413137611245975,3.690773e-01,6.598538e-01,1.000000e+00,13/52,17.27%,ADCY9;AQP5;ADRB1;ADRB2;ADRB3;ATP2B4;PLCB2;ITPR1;ATP1B2;GUCY1A2;ATP1B4;ADCY6;SLC9A1
prerank,Serotonergic synapse,0.2795911082388198,1.0383890713050266,3.888889e-01,6.625385e-01,1.000000e+00,9/64,8.10%,GNG3;GNG7;MAOB;NRAS;TRPC1;GABRB2;KCNN2;KCNJ5;MAPK3
prerank,IL-17 signaling pathway,0.28602030058327926,1.0379580335741163,3.836317e-01,6.572204e-01,1.000000e+00,19/55,26.18%,JUN;MAPK4;MAPK13;IKBKE;MMP1;MAPK3;IL17B;ELAVL1;TRAF3;TRAF6;SRSF1;NFKBIA;TAB2;CCL2;IKBKB;TNFAIP3;MAPK9;TRAF2;GSK3B
prerank,beta-Alanine metabolism,-0.36642965912394465,-1.0355333140163012,4.023372e-01,8.834356e-01,1.000000e+00,10/23,25.51%,AOC2;GAD1;ALDH9A1;ACADS;MLYCD;CNDP2;ALDH2;SMOX;ALDH1B1;ECHS1
prerank,Phosphatidylinositol signaling system,0.2599972272634832,1.0346833012944319,3.950276e-01,6.607545e-01,1.000000e+00,24/89,21.76%,PIP4K2B;PIP4K2A;DGKK;INPP5D;ITPKA;PIP5K1A;PIK3C2A;PIK3CB;PLCB2;INPP4B;PIP5K1C;MTMR1;MTMR7;ITPR1;INPP1;OCRL;DGKH;PLCG1;ITPKB;PIKFYVE;CALM3;MTMR6;PPIP5K1;PLCB3
prerank,GnRH signaling pathway,0.27066840199016656,1.0324706095513472,3.801020e-01,6.609030e-01,1.000000e+00,9/71,11.27%,ADCY9;JUN;EGR1;NRAS;MAPK13;MAPK3;PLCB2;CDC42;CAMK2A
prerank,Human papillomavirus infection,-0.24088458363953089,-1.0286852095781756,3.602305e-01,8.953203e-01,1.000000e+00,54/266,18.25%,ITGA11;HES6;COL4A4;FZD5;THBS1;EIF4EBP1;CREB3;ATP6V1B2;LAMC2;CREB3L1;COL6A3;LAMA1;VTN;WNT4;ATP6V1C2;HLA-E;COL1A1;FZD2;ATP6V0B;COL4A3;TNC;HLA-A;ITGB5;MX1;NOTCH3;FZD8;TCF7L1;ATP6V1A;PPP2R3B;ITGB3;RHEB;WNT9A;LAMA5;FADD;DVL2;ATP6V1G1;PTEN;ATP6V0D1;TADA3;CDKN1A;EGF;TP53;JAG1;HLA-C;BAX;KRAS;RELN;ITGA5;COL4A5;SPP1;DLG3;HES1;LAMB4;HLA-G
prerank,Endocrine and other factor-regulated calcium reabsorption,0.3163510971762733,1.026329116708442,4.075000e-01,6.731906e-01,1.000000e+00,11/36,23.44%,ADCY9;ATP2B4;PLCB2;ATP1B2;ATP1B4;ADCY6;AP2A2;AP2S1;PLCB3;SLC8A1;DNM2
prerank,Bile secretion,0.3056315040966215,1.0258130380715047,4.114713e-01,6.684267e-01,1.000000e+00,12/40,17.27%,ADCY9;SLC2A1;AQP1;SLC51A;KCNN2;SLC9A3;NR0B2;ATP1B2;ATP1B4;ADCY6;SLC4A4;SLC9A1
prerank,Hypertrophic cardiomyopathy,-0.2841634470338979,-1.0189087546547184,4.252492e-01,9.186887e-01,1.000000e+00,13/69,10.70%,ITGA11;EDN1;TNNT2;ACTB;TPM2;LAMA1;ACTC1;ATP2A1;TNNC1;ITGB5;TTN;ACTG1;ITGB3
prerank,Choline metabolism in cancer,0.25980349246890044,1.0183323716120571,3.867403e-01,6.834439e-01,1.000000e+00,10/84,10.85%,JUN;PDGFD;DGKK;NRAS;PDGFB;WASF2;MAPK3;PIP5K1A;PIK3CB;PIP5K1C
prerank,Non-small cell lung cancer,0.270615508255924,1.0177313008798878,4.123223e-01,6.789157e-01,1.000000e+00,17/68,20.59%,CCND1;E2F2;RXRG;NRAS;ALK;JAK3;MAPK3;CASP9;PIK3CB;RB1;RASSF5;BAK1;FHIT;PLCG1;ERBB2;BAD;MAP2K1
prerank,Cushing syndrome,-0.26278806099447194,-1.0148829969313689,4.454976e-01,9.204243e-01,1.000000e+00,19/117,10.98%,KCNK3;FZD5;CREB3;GNA11;HSD3B2;CREB3L1;ITPR2;CYP11A1;CDKN2B;KMT2D;WDR5B;WNT4;FZD2;GNAI3;ATF4;FZD8;TCF7L1;LDLR;WNT9A
prerank,Nitrogen metabolism,-0.44076875637308655,-1.0134321377919997,4.470990e-01,9.120830e-01,1.000000e+00,2/10,2.76%,CA13;CA2
prerank,Alzheimer disease,0.21695594905491844,1.0115000197706534,4.169742e-01,6.913956e-01,1.000000e+00,54/298,15.16%,WNT2;SLC25A4;APH1A;ATP2A3;PPP3R1;LRP5;COX8A;NRAS;UQCR11;COX7B;PPIF;TUBA8;UQCRQ;NDUFS6;FZD9;TUBB1;IRS1;FZD3;COX5A;NDUFS5;ATG2B;UQCRHL;INSR;NDUFA1;MAPK3;WNT11;CASP9;LRP6;FZD1;FZD4;NOX1;PIK3CB;PIK3R4;NDUFB6;PLCB2;COX6B1;SDHB;ATP5F1E;ULK2;NDUFB5;VDAC3;PSMB7;GAPDH;NDUFAB1;NDUFB1;ITPR1;SDHC;RTN3;AXIN2;PSMC1;UQCR10;NDUFC2;GRIN2A;ATP5PB
prerank,Glycerophospholipid metabolism,-0.2781867598639229,-1.0057621535990264,4.446228e-01,9.274078e-01,1.000000e+00,26/78,25.06%,PLAAT3;PLA2G3;PTDSS1;LPGAT1;CHKA;AGPAT2;CDS2;PLA2G6;LPCAT2;CHKB;LPCAT4;CDIPT;LPCAT3;PCYT2;PLA2G4B;ETNK1;ACHE;PTDSS2;DGKG;DGKI;PLB1;PLPP5;PISD;DGKZ;LPIN3;PNPLA7
prerank,Phospholipase D signaling pathway,0.24856538971429332,1.004219081623376,4.358974e-01,7.072568e-01,1.000000e+00,25/110,18.52%,ADCY9;PDGFD;DGKK;NRAS;PDGFB;SHC3;CYTH3;INSR;MAPK3;PIP5K1A;LPAR2;AGPAT5;PIK3CB;PLCB2;PIP5K1C;LPAR5;PTGFR;GAB2;GAB1;RAPGEF4;ADCY6;AGT;DGKH;RAPGEF3;PLCG1
prerank,Mucin type O-glycan biosynthesis,-0.34207616279061365,-1.004100934312773,4.450172e-01,9.201312e-01,1.000000e+00,11/26,23.99%,GALNT17;GALNT12;GALNT18;ST6GALNAC2;GALNT2;GALNT7;GALNT6;GALNT14;C1GALT1;C1GALT1C1;GALNT16
prerank,Ribosome biogenesis in eukaryotes,-0.28331092610583736,-1.0023842106729022,4.477848e-01,9.126381e-01,1.000000e+00,28/71,30.03%,FBLL1;RPP25;POP5;LSG1;GNL3L;GTPBP4;POP1;RCL1;NXT1;CSNK2B;UTP14A;MPHOSPH10;NOP56;RIOK2;NOL6;REXO2;NXF1;NOB1;RRP7A;IMP3;GNL3;RIOK1;POP4;XRN2;RPP25L;SBDS;WDR43;RPP40
prerank,Dopaminergic synapse,0.2457483599770381,1.0005209990284145,4.472222e-01,7.118480e-01,1.000000e+00,26/102,20.36%,PPP2R3A;CALY;GNG3;GNG7;MAOB;MAPK13;KCNJ5;CREB3L2;PPP2R5A;ARRB2;CLOCK;PLCB2;PPP2R5E;CAMK2A;ITPR1;GNAO1;PPP2R5B;GRIN2A;GNG10;GRIA1;PPP1R1B;GNB2;PPP1CB;GRIA4;CALM3;GNB5
prerank,Wnt signaling pathway,-0.2567041813816658,-1.0000159956978922,4.603886e-01,9.083565e-01,1.000000e+00,23/131,15.16%,SFRP5;GPC4;BAMBI;FZD5;SFRP1;TLE1;LGR4;WNT4;RUVBL1;FZD2;TPTEP2-CSNK1E;FZD8;TCF7L1;ZNRF3;WNT9A;INVS;DKK1;CSNK2B;DVL2;PRICKLE1;PRKCA;FOSL1;TP53
prerank,Aldosterone synthesis and secretion,-0.27906533231886516,-0.99990796801189,4.563427e-01,8.960826e-01,1.000000e+00,15/73,15.69%,KCNK3;CREB3;GNA11;HSD3B2;CREB3L1;ITPR2;CYP11A1;CAMK1D;ATF4;NPPA;LDLR;DAGLB;PRKCA;ATP2B1;GNAQ
prerank,Other types of O-glycan biosynthesis,-0.31029050312271855,-0.9979951316311245,4.603710e-01,8.909738e-01,1.000000e+00,16/40,23.99%,GALNT17;B3GLCT;GALNT12;GALNT18;GXYLT1;GALNT2;GALNT7;POFUT2;XXYLT1;GALNT6;PLOD3;GALNT14;C1GALT1;COLGALT2;C1GALT1C1;GALNT16
prerank,Prostate cancer,0.2546027547439708,0.9938186274906675,4.526316e-01,7.263561e-01,1.000000e+00,13/83,11.71%,PDGFD;CCND1;E2F2;NRAS;PDGFB;NKX3-1;CREB3L2;MAPK3;CASP9;PIK3CB;CDKN1B;RB1;PLAU
prerank,"Valine, leucine and isoleucine degradation",-0.3049381214752017,-0.9893652330113855,4.797297e-01,9.090914e-01,1.000000e+00,17/43,28.68%,ACAT2;BCKDHB;ALDH9A1;ACAA1;OXCT1;ACADS;AUH;ACAD8;MMUT;ALDH2;AACS;HMGCS1;MCCC1;ALDH1B1;ECHS1;HSD17B10;PCCB
prerank,Fc epsilon RI signaling pathway,0.2841847880383528,0.9877101804912092,4.743590e-01,7.393180e-01,1.000000e+00,5/46,9.79%,INPP5D;NRAS;MAPK13;MAPK3;PIK3CB
prerank,Longevity regulating pathway,0.24575377776626833,0.9826791368839207,4.827586e-01,7.486828e-01,1.000000e+00,10/89,9.79%,PRKAA2;ADCY9;HSPA1L;ADIPOR2;NRAS;IRS1;CREB3L2;INSR;EIF4EBP2;PIK3CB
prerank,Vibrio cholerae infection,-0.3008866516341251,-0.9812787199756858,4.896194e-01,9.258564e-01,1.000000e+00,11/44,14.43%,ACTB;ATP6V1B2;ATP6V1C2;ATP6V0B;SEC61B;ACTG1;ATP6V1A;KDELR2;ATP6V1G1;ATP6V0D1;PRKCA
prerank,Thyroid cancer,0.3023359669081648,0.9800718522279659,4.660194e-01,7.501827e-01,1.000000e+00,4/37,2.18%,CCND1;RXRG;CCDC6;NRAS
prerank,Gastric acid secretion,-0.2957774407255871,-0.9769690050030677,5.060449e-01,9.285278e-01,1.000000e+00,14/50,17.86%,ACTB;CA2;ITPR2;GNAI3;CCKBR;ACTG1;EZR;MYLK;PRKCA;GNAI1;SSTR2;GNAQ;KCNJ10;CALM1
prerank,Influenza A,0.2416152262990481,0.9751356254976756,4.940828e-01,7.586259e-01,1.000000e+00,11/105,10.47%,SOCS3;SLC25A4;TRIM25;KPNA6;ICAM1;IKBKE;MAPK3;CASP9;IFNGR2;PIK3CB;OAS1
prerank,Basal transcription factors,-0.3013675563506797,-0.9695280820117265,5.127796e-01,9.423182e-01,1.000000e+00,19/41,31.66%,TAF4;GTF2F1;GTF2F2;GTF2H1;GTF2B;TAF10;GTF2E2;CCNH;TAF6L;TAF11;GTF2H4;GTF2H2;GTF2E1;TAF5;CDK7;GTF2IRD1;TAF9;GTF2H2C;ERCC3
prerank,Fat digestion and absorption,0.332681495542359,0.9653296650829872,4.955157e-01,7.821709e-01,1.000000e+00,5/20,7.62%,DGAT2;FABP2;ABCA1;APOA1;CEL
prerank,Malaria,0.3562545177895054,0.9646547795705562,4.875847e-01,7.777526e-01,1.000000e+00,4/16,11.51%,THBS4;ICAM1;TGFB2;GYPC
prerank,Non-homologous end-joining,-0.3975671158600005,-0.9645209390277028,5.328836e-01,9.477942e-01,1.000000e+00,3/12,16.61%,POLM;NHEJ1;XRCC4
prerank,Aldosterone-regulated sodium reabsorption,0.31849375719008904,0.9631644490080089,4.935065e-01,7.758769e-01,1.000000e+00,6/24,15.99%,IRS1;INSR;MAPK3;PIK3CB;ATP1B2;ATP1B4
prerank,Proteoglycans in cancer,-0.23620173657705157,-0.959774478668916,5.488166e-01,9.520583e-01,1.000000e+00,31/163,16.58%,FZD5;THBS1;GPC3;HPSE2;ACTB;HBEGF;MMP2;ITPR2;VTN;IQGAP1;WNT4;COL1A1;FZD2;ITGB5;PDCD4;FZD8;ACTG1;FLNA;ITGB3;WNT9A;EZR;SMAD2;PLAUR;RRAS;TIMP3;PRKCA;CDKN1A;TP53;KRAS;FLNB;ITGA5
prerank,Shigellosis,0.21465943188446057,0.9557212883668589,6.037152e-01,7.918757e-01,1.000000e+00,27/202,11.19%,MYL2;JUN;CD44;PRKCE;TAB1;RBX1;MYL9;MAPK13;HK2;FOXO4;ARPC5;ACTR2;ARPC4;UBE2N;WASF2;CYTH3;BNIP3;MAPK3;H3-3B;VCL;RRAGB;PIK3CB;PIK3R4;STING1;PLCB2;BTRC;CDC42
prerank,Endocytosis,-0.2253037908808613,-0.954963962416607,5.883191e-01,9.569586e-01,1.000000e+00,46/228,21.75%,ARRB1;EHD3;LDLRAP1;RAB31;GRK3;HSPA2;EHD2;GRK4;VTA1;HLA-E;PDGFRA;ARPC3;HLA-A;DAB2;WWP1;CHMP6;ARPC1A;ARAP2;SNX32;CHMP1B;LDLR;GRK2;CYTH2;AMPH;SH3GL3;RAB11FIP4;SMAD2;AGAP1;FGFR2;RAB22A;HLA-C;MVB12B;DNAJC6;CHMP7;HLA-G;ARPC5L;ACTR3;VPS28;WASL;ARF5;SNX2;CHMP4A;AGAP9;AGAP3;CHMP4B;ARF4
prerank,Tryptophan metabolism,-0.32521897556855295,-0.9547552123480896,5.308219e-01,9.458152e-01,1.000000e+00,9/27,25.51%,ACAT2;CYP1A1;ALDH9A1;AADAT;CYP1B1;INMT;ALDH2;ALDH1B1;ECHS1
prerank,Relaxin signaling pathway,-0.24815148167608744,-0.9502262726374485,5.665635e-01,9.501595e-01,1.000000e+00,13/104,8.25%,ARRB1;EDN1;COL4A4;CREB3;MMP2;CREB3L1;ACTA2;COL1A1;GNAI3;COL4A3;SHC2;COL3A1;ATF4
prerank,Mineral absorption,-0.2959830336431412,-0.9501857201932796,5.553719e-01,9.388690e-01,1.000000e+00,10/41,14.83%,MT2A;SLC31A1;MT1G;FTL;SLC5A1;HMOX1;SLC40A1;MT1F;MT1H;ATP2B1
prerank,Protein export,-0.33712923265921535,-0.9459691363062604,5.509182e-01,9.419764e-01,1.000000e+00,13/23,33.56%,SRP72;SEC61B;SRP14;OXA1L;SEC11C;SEC11A;SEC61A2;SEC61A1;SRPRB;SPCS1;SRPRA;HSPA5;SRP54
prerank,Measles,0.24094977273732665,0.9448301566640412,5.698006e-01,8.193680e-01,1.000000e+00,25/97,23.75%,JUN;CCND1;HSPA1L;IKBKE;JAK3;CASP9;PIK3CB;CDKN1B;OAS1;TRAF3;CBLB;TP73;TRAF6;RAB9B;BAK1;APAF1;NFKBIA;BAD;TAB2;CCNE2;CCND2;CCND3;EIF2AK2;IKBKB;TNFAIP3
prerank,Notch signaling pathway,0.27418162789016054,0.9438799066226599,5.662338e-01,8.154794e-01,1.000000e+00,8/50,12.10%,MAML2;APH1A;HEY2;MAML1;DTX3;NOTCH2;DTX3L;KAT2B
prerank,Mannose type O-glycan biosynthesis,0.3286127543823192,0.9331061606619864,5.416667e-01,8.413941e-01,1.000000e+00,3/19,15.81%,B4GALT1;CRPPA;B3GAT2
prerank,Yersinia infection,0.22818883510913582,0.9307445841010691,6.418338e-01,8.420774e-01,1.000000e+00,35/107,26.18%,JUN;TAB1;MAPK13;ARPC5;ACTR2;ARPC4;NFATC2;WASF2;MAPK3;PIP5K1A;PIK3CB;PIP5K1C;CDC42;CRKL;PKN1;WIPF2;TRAF6;PLCG1;ACTR3B;NFKBIA;TAB2;MAP2K1;CCL2;RAC3;LIMK1;BCAR1;RPS6KA6;IKBKB;MAP2K6;PXN;ARF6;MAPK9;TRAF2;PTK2B;GSK3B
prerank,Pertussis,0.26932473462591755,0.9283484761670979,5.629630e-01,8.426101e-01,1.000000e+00,6/42,9.79%,JUN;MAPK13;C4A;C4B;MAPK3;IRF1
prerank,Toll-like receptor signaling pathway,0.2557354409011237,0.9270402482771202,6.078431e-01,8.397671e-01,1.000000e+00,6/61,9.79%,JUN;TAB1;MAPK13;IKBKE;MAPK3;PIK3CB
prerank,Nicotinate and nicotinamide metabolism,-0.3129442394700765,-0.9260707796236594,5.876289e-01,9.955516e-01,1.000000e+00,9/28,18.55%,BST1;QPRT;SIRT7;ENPP1;SIRT4;NMNAT2;SIRT2;SIRT6;PNP
prerank,African trypanosomiasis,-0.35849284570948875,-0.9243880250666682,5.724382e-01,9.897467e-01,1.000000e+00,4/16,15.69%,F2RL1;NPPA;PRKCA;GNAQ
prerank,Maturity onset diabetes of the young,-0.5003649938577873,-0.9225860633385966,6.105675e-01,9.838337e-01,1.000000e+00,2/5,17.90%,HNF1A;HES1
prerank,Apoptosis,-0.2391192079056353,-0.9172492916946133,6.587302e-01,9.896729e-01,1.000000e+00,43/118,29.98%,CTSD;CTSV;ACTB;GADD45G;HRK;ITPR2;DDIT3;ATF4;CASP10;TUBA4A;ACTG1;CAPN2;MAP3K14;EIF2AK3;FADD;TNFRSF10A;NGFR;TP53;BAX;KRAS;CTSH;IL3RA;PARP2;CTSL;NTRK1;BECN1;TNFRSF10B;PIK3R2;RELA;GADD45A;PIDD1;BID;CASP3;CTSK;CFLAR;MAP3K5;LMNA;HRAS;AKT1;TNFRSF1A;EIF2S1;CHUK;ERN1
prerank,Fatty acid biosynthesis,-0.3755210647667936,-0.9161881023166467,5.731092e-01,9.821514e-01,1.000000e+00,7/13,40.96%,HSD17B8;CBR4;ACSL1;HTD2;OXSM;MCAT;MECR
prerank,JAK-STAT signaling pathway,0.23219739078979848,0.9151044310991517,6.593407e-01,8.687849e-01,1.000000e+00,10/91,9.79%,SOCS3;CCND1;SOCS1;PDGFB;TSLP;JAK3;IL4R;PIM1;IFNGR2;PIK3CB
prerank,Insulin secretion,0.24883326678165305,0.90839488197194,6.228710e-01,8.820682e-01,1.000000e+00,13/60,17.75%,ADCY9;SLC2A1;KCNN2;RYR2;CREB3L2;KCNN1;PLCB2;CAMK2A;ATP1B2;RAPGEF4;ATP1B4;ADCY6;KCNMB1
prerank,SNARE interactions in vesicular transport,-0.29685468492289135,-0.9072856357055689,6.144781e-01,9.993117e-01,1.000000e+00,14/32,32.47%,VAMP3;VAMP1;SNAP29;BET1;VAMP5;USE1;BET1L;VAMP2;VAMP7;STX11;VAMP8;SNAP23;STX3;STX18
prerank,Phosphonate and phosphinate metabolism,-0.4621403339718542,-0.9068487241090751,6.186131e-01,9.897556e-01,1.000000e+00,3/6,28.17%,PCYT2;CHPT1;SELENOI
prerank,Melanogenesis,-0.24840178716032155,-0.9067279811957857,6.761905e-01,9.793833e-01,1.000000e+00,15/75,15.69%,EDN1;FZD5;CREB3;CREB3L1;WNT4;FZD2;GNAI3;FZD8;TCF7L1;WNT9A;DVL2;PRKCA;GNAI1;KRAS;GNAQ
prerank,Renin-angiotensin system,-0.37666426517377916,-0.9056658599799097,5.850694e-01,9.716960e-01,1.000000e+00,4/12,16.83%,ACE2;PREP;PRCP;ATP6AP2
prerank,Neurotrophin signaling pathway,0.2237145328730071,0.9046405334752846,6.918605e-01,8.859544e-01,1.000000e+00,28/105,21.87%,JUN;NRAS;SHC3;MAPK13;ABL1;MAPKAPK2;IRS1;MAPK3;PIK3CB;YWHAE;CDC42;CAMK2A;CRKL;SH2B2;GAB1;TP73;TRAF6;SORT1;ARHGDIA;FRS2;PLCG1;NFKBIA;BAD;CALM3;MAP2K1;MAP3K1;RAP1A;NTRK2
prerank,Coronavirus disease,0.21222638130015606,0.9046083577911297,7.337278e-01,8.791648e-01,1.000000e+00,23/161,12.98%,JUN;F13A1;RPL21;MAPK13;C4A;C4B;IKBKE;MMP1;MAPK3;RPS18;C7;MASP1;PIK3CB;NRP1;STING1;OAS1;RPL27;ACE;RPS3A;RPS27;RPL22L1;RPL36A-HNRNPH2;TRAF3
prerank,ErbB signaling pathway,0.23545288375145892,0.9028808396988135,6.513514e-01,8.768928e-01,1.000000e+00,12/76,13.95%,JUN;NRAS;SHC3;ABL1;MAPK3;PIK3CB;CDKN1B;CAMK2A;CRKL;PAK2;CBLB;GAB1
prerank,Mitophagy,-0.2561194373714452,-0.9019355059332722,6.397415e-01,9.718342e-01,1.000000e+00,30/66,35.62%,ULK1;SQSTM1;UBC;ATF4;PINK1;EIF2AK3;CSNK2B;RRAS;TP53;KRAS;BECN1;PGAM5;OPTN;RELA;MFN1;RRAS2;FOXO3;MRAS;FIS1;RHOT2;HRAS;HIF1A;USP30;TBC1D15;BCL2L1;RAB7A;TBK1;BCL2L13;GABARAPL1;ATG5
prerank,Hedgehog signaling pathway,-0.2653670649235297,-0.9001271157160318,6.199324e-01,9.670044e-01,1.000000e+00,4/47,5.74%,ARRB1;GRK3;GLI2;TPTEP2-CSNK1E
prerank,Huntington disease,0.19787348491420564,0.9000055920358316,7.937063e-01,8.784298e-01,1.000000e+00,66/262,21.83%,SLC25A4;RCOR1;COX8A;MAP3K10;UQCR11;COX7B;DLG4;PPIF;TUBA8;UQCRQ;NDUFS6;GPX7;TUBB1;COX5A;CREB3L2;NDUFS5;ATG2B;UQCRHL;NDUFA1;CASP9;PIK3R4;NDUFB6;PLCB2;COX6B1;SDHB;ATP5F1E;ULK2;NDUFB5;DNAH14;VDAC3;PSMB7;NDUFAB1;NDUFB1;ITPR1;HAP1;SDHC;PSMC1;UQCR10;NDUFC2;ATP5PB;COX6A1;COX5B;PSMA2;POLR2C;HDAC1;GRIA1;TBPL2;COX7A2L;AP2A2;PPARGC1A;SEM1;ATG2A;ATP5PF;TUBB2A;APAF1;GRIA4;COX6C;NDUFS7;GPX1;DCTN4;PSMC3;AP2S1;ATP5PO;NDUFC2-KCTD14;PLCB3;NDUFB7
prerank,Natural killer cell mediated cytotoxicity,-0.25677448721544444,-0.8981933956380167,6.248013e-01,9.625997e-01,1.000000e+00,19/66,23.44%,SH2D1B;ULBP1;HLA-E;SHC2;HLA-A;ULBP3;ULBP2;PRKCA;TNFRSF10A;HLA-C;KRAS;MICA;HCST;HLA-G;TNFRSF10B;PIK3R2;PAK1;BID;CASP3
prerank,Morphine addiction,0.24113569528599751,0.8979914082869964,6.590331e-01,8.774754e-01,1.000000e+00,15/60,16.85%,ADCY9;GNG3;GNG7;GABRB2;GABRA2;KCNJ5;ARRB2;GABRE;PDE7A;GRK5;GNAO1;PDE1B;GNG10;PDE1C;ADCY6
prerank,Cocaine addiction,0.2745661529065311,0.8968092419303159,6.294416e-01,8.739343e-01,1.000000e+00,9/34,15.13%,JUN;MAOB;DLG4;RGS9;CREB3L2;GRIN3B;PDYN;GPSM1;GRIN2A
prerank,Regulation of actin cytoskeleton,-0.2213626343145,-0.8964038909225629,7.035971e-01,9.578077e-01,1.000000e+00,32/170,16.58%,F2R;ITGA11;ACTB;MYL7;TMSB4X;INSRR;IQGAP1;MYL5;PDGFRA;CRK;ARPC3;ITGB5;LIMK2;CYFIP1;PFN4;ACTN1;ARHGEF4;ARPC1A;CHRM4;ACTG1;ITGB3;EZR;MYLK;MYL12B;RRAS;EGF;FGFR2;KRAS;PIP4K2C;MYL12A;MYH9;ITGA5
prerank,Antigen processing and presentation,-0.28093598930006186,-0.8961324476291413,6.284247e-01,9.487957e-01,1.000000e+00,12/42,18.86%,HSPA2;HSPA4;HLA-E;HLA-A;NFYA;IFI30;HLA-C;HSP90AB1;CTSL;HLA-G;HSP90AA1;CIITA
prerank,Purine metabolism,0.21869645977623084,0.8896096128966394,7.404372e-01,8.866036e-01,1.000000e+00,24/103,16.85%,ADCY9;AK4;PRPS2;RRM1;PKM;DCK;AK1;ENTPD5;ADCY10;PDE7A;PGM2;HPRT1;PDE6G;PFAS;PGM1;ENPP3;PDE1B;GUCY1A2;XDH;RRM2;ENTPD1;PDE1C;FHIT;ADCY6
prerank,One carbon pool by folate,-0.3283104315020938,-0.8865412369688558,6.175439e-01,9.651793e-01,1.000000e+00,8/19,33.93%,MTHFD1L;MTHFD2;MTFMT;FTCD;MTHFS;MTHFD2L;SHMT2;GART
prerank,Bladder cancer,0.27450257627098484,0.886221904909799,6.430318e-01,8.893685e-01,1.000000e+00,7/34,11.49%,CCND1;E2F2;NRAS;MMP1;MAPK3;DAPK3;RB1
prerank,N-Glycan biosynthesis,0.2564118527170159,0.8859865705132135,6.794872e-01,8.834120e-01,1.000000e+00,4/48,3.91%,B4GALT1;ST6GAL2;MAN1A1;ALG10B
prerank,Pathways of neurodegeneration,0.186137854558762,0.8839012875370982,9.101562e-01,8.822562e-01,1.000000e+00,89/385,20.62%,WNT2;SLC25A4;ATP2A3;PPP3R1;LRP5;COX8A;NRAS;LRRK2;MAP3K10;UQCR11;MAPK13;TRPC3;NEFL;COX7B;DLG4;PPIF;TUBA8;UQCRQ;NDUFS6;FZD9;GPX7;TUBB1;FZD3;RYR2;COX5A;NDUFS5;ATG2B;GPR37;UQCRHL;NDUFA1;MAPK3;WNT11;CASP9;LRP6;FZD1;NEFM;FZD4;NOX1;PIK3R4;NDUFB6;PLCB2;COX6B1;SDHB;ATP5F1E;ULK2;NDUFB5;PDYN;CAMK2A;DNAH14;VDAC3;PSMB7;NDUFAB1;NDUFB1;ITPR1;HAP1;SMCR8;SDHC;AXIN2;PSMC1;UQCR10;NDUFC2;GRIN2A;ATP5PB;BAK1;COX6A1;COX5B;PSMA2;GRIA1;COX7A2L;SEM1;WNT2B;ATXN1L;ATG2A;TRAP1;PLCG1;ATP5PF;TUBB2A;APAF1;TOMM40L;GRIA4;BAD;FZD7;COX6C;CALM3;NDUFS7;GPX1;DCTN4;MAP2K1;PSMC3
prerank,Glioma,0.23561550249904928,0.8821575837893973,7.079208e-01,8.804173e-01,1.000000e+00,9/66,11.49%,CCND1;E2F2;NRAS;PDGFB;SHC3;MAPK3;PIK3CB;CAMK2A;RB1
prerank,Spliceosome,-0.2217720628416964,-0.8758259924530123,7.540741e-01,9.854885e-01,1.000000e+00,33/131,25.74%,SRSF9;HSPA2;RNU1-1;PRPF4;PRPF18;RBM25;SF3B5;SYF2;PRPF6;PCBP1;SNRPA;WBP11;THOC3;BUD31;CRNKL1;RP9;PQBP1;SNRNP70;SNW1;PRPF3;SNRPA1;BCAS2;SLU7;PLRG1;NCBP2;DDX23;PRPF38B;CCDC12;SRSF2;SNRPB;CWC15;LSM8;SRSF8
prerank,Viral myocarditis,-0.27976314973232164,-0.874155241786806,6.689076e-01,9.801791e-01,1.000000e+00,13/38,24.81%,ACTB;LAMA1;HLA-E;HLA-A;ACTG1;CXADR;SGCD;HLA-C;CD55;HLA-G;BID;CASP3;HLA-DMA
prerank,Toxoplasmosis,0.2264819667123562,0.8720478173319474,7.250674e-01,8.993561e-01,1.000000e+00,10/78,9.44%,SOCS1;HSPA1L;TAB1;MAPK13;PPIF;TGFB2;MAPK3;CASP9;IFNGR2;LAMC3
prerank,Colorectal cancer,0.22390062399333444,0.8713192706016012,7.696335e-01,8.947443e-01,1.000000e+00,8/82,9.79%,JUN;CCND1;NRAS;BIRC5;TGFB2;MAPK3;CASP9;PIK3CB
prerank,Inflammatory bowel disease,-0.3045238404990023,-0.8712257864080581,6.354515e-01,9.783551e-01,1.000000e+00,11/24,25.98%,STAT4;IL12RB2;STAT6;MAF;SMAD2;TLR5;RELA;IL12RB1;TGFB1;HLA-DMA;SMAD3
prerank,Cholinergic synapse,0.22303585783704422,0.8651554346734028,7.207447e-01,9.031509e-01,1.000000e+00,15/81,15.34%,ADCY9;GNG3;GNG7;NRAS;KCNQ1;KCNQ3;CREB3L2;MAPK3;PIK3CB;PLCB2;CAMK2A;ITPR1;GNAO1;KCNJ12;GNG10
